MachineID,Type,Location,Timestamp,EngineTemperature,FuelConsumption,VibrationLevel,Humidity,Pressure,PowerOutput,OperatingHours,Status,Status_encoded,Timestamp_epoch,hour,dayofweek,month
M003,Truck,Site B,9/4/2025 22:00,84.5,16.8,4.59,59.5,1070.5,165.7,95,Fault,1,1757023200,22,3,9
M003,Truck,Site B,9/4/2025 23:00,80.4,12.74,3.79,33.1,1035.4,155.1,96,Maintenance,3,1757026800,23,3,9
M003,Truck,Site B,9/5/2025 0:00,77.5,21.86,3.37,31.8,1068.8,191.4,97,Maintenance,3,1757030400,0,4,9
M003,Truck,Site B,9/5/2025 1:00,81.3,17.78,4.39,59.2,1050.4,192.1,98,Active,0,1757034000,1,4,9
M003,Truck,Site B,9/5/2025 2:00,69.6,15.9,3.17,20.8,1049.6,182.9,99,Idle,2,1757037600,2,4,9
M003,Truck,Site B,9/5/2025 3:00,89.4,17.54,4.32,54.6,1076.1,156.2,100,Maintenance,3,1757041200,3,4,9
M003,Truck,Site B,9/5/2025 4:00,76,17.41,2.37,25,1066.3,161.6,101,Fault,1,1757044800,4,4,9
M003,Truck,Site B,9/5/2025 5:00,79.7,18.22,4.47,25.7,1052.4,172.2,102,Maintenance,3,1757048400,5,4,9
M003,Truck,Site B,9/5/2025 6:00,78.5,17,4.74,40.1,1059,171,103,Active,0,1757052000,6,4,9
M003,Truck,Site B,9/5/2025 7:00,68.4,19.12,4.83,48.3,1065.4,165,104,Fault,1,1757055600,7,4,9
M003,Truck,Site B,9/5/2025 8:00,83.1,18.42,4.78,32.2,1078,180.8,105,Active,0,1757059200,8,4,9
M003,Truck,Site B,9/5/2025 9:00,76.5,16.82,3.94,24.7,1059.1,201.4,106,Maintenance,3,1757062800,9,4,9
M003,Truck,Site B,9/5/2025 10:00,74.4,16.58,4.81,47.1,1059.9,163,107,Maintenance,3,1757066400,10,4,9
M003,Truck,Site B,9/5/2025 11:00,70.1,15.91,3.04,45.9,1044,169.4,108,Active,0,1757070000,11,4,9
M003,Truck,Site B,9/5/2025 12:00,86.6,16.45,4.5,46.2,1097.9,183.8,109,Fault,1,1757073600,12,4,9
M003,Truck,Site B,9/5/2025 13:00,81.2,19.81,6.11,53.4,1023.5,171.1,110,Fault,1,1757077200,13,4,9
M003,Truck,Site B,9/5/2025 14:00,71.1,12.96,4.28,51.3,1034.5,155.9,111,Idle,2,1757080800,14,4,9
M003,Truck,Site B,9/5/2025 15:00,75.7,13.48,3.92,61.4,1029.2,189.2,112,Active,0,1757084400,15,4,9
M003,Truck,Site B,9/5/2025 16:00,75.5,16.45,4.73,36.1,1089.7,192.7,113,Maintenance,3,1757088000,16,4,9
M003,Truck,Site B,9/5/2025 17:00,75.4,16.23,4.99,42.4,1042.3,169.1,114,Maintenance,3,1757091600,17,4,9
M003,Truck,Site B,9/5/2025 18:00,82.1,17.69,4.86,26.6,1052,154.7,115,Fault,1,1757095200,18,4,9
M003,Truck,Site B,9/5/2025 19:00,78.1,19.39,4.56,55.2,1037.6,171,116,Fault,1,1757098800,19,4,9
M003,Truck,Site B,9/5/2025 20:00,77.3,18.55,4.24,37.9,1055.8,186.4,117,Maintenance,3,1757102400,20,4,9
M003,Truck,Site B,9/5/2025 21:00,77.5,19.41,5.75,47.9,1047.5,152.3,118,Active,0,1757106000,21,4,9
M003,Truck,Site B,9/5/2025 22:00,84.8,18.14,4.1,40.6,1066.8,190.9,119,Idle,2,1757109600,22,4,9
M003,Truck,Site B,9/5/2025 23:00,69.8,13.55,4.05,32.7,1096.6,176,120,Maintenance,3,1757113200,23,4,9
M003,Truck,Site B,9/6/2025 0:00,79.9,23,5.32,43,1049.9,178.1,121,Active,0,1757116800,0,5,9
M003,Truck,Site B,9/6/2025 1:00,76.5,18.03,5.4,39.1,1060.1,164.1,122,Idle,2,1757120400,1,5,9
M003,Truck,Site B,9/6/2025 2:00,79.9,18.81,4.48,50.1,1074.7,180.4,123,Fault,1,1757124000,2,5,9
M003,Truck,Site B,9/6/2025 3:00,75,14.69,5.48,50.4,1086.5,184.1,124,Active,0,1757127600,3,5,9
M003,Truck,Site B,9/6/2025 4:00,77.1,18.63,3.12,48,1077.2,168.6,125,Idle,2,1757131200,4,5,9
M003,Truck,Site B,9/6/2025 5:00,80,14.64,6.36,36.8,1037.2,153.9,126,Idle,2,1757134800,5,5,9
M003,Truck,Site B,9/6/2025 6:00,76.9,15.55,4.31,34.1,1077.1,189.4,127,Active,0,1757138400,6,5,9
M003,Truck,Site B,9/6/2025 7:00,83.7,20.23,3.92,35.3,1095.4,166.8,128,Idle,2,1757142000,7,5,9
M003,Truck,Site B,9/6/2025 8:00,80.1,17.89,6.17,52.4,1052.7,174,129,Active,0,1757145600,8,5,9
M003,Truck,Site B,9/6/2025 9:00,76.5,15.85,3.14,36.9,1077,140.2,130,Active,0,1757149200,9,5,9
M003,Truck,Site B,9/6/2025 10:00,82.8,17.38,4.6,49.8,1063.3,188.8,131,Maintenance,3,1757152800,10,5,9
M003,Truck,Site B,9/6/2025 11:00,89.3,15.37,4.67,51.8,1074.3,179.3,132,Maintenance,3,1757156400,11,5,9
M003,Truck,Site B,9/6/2025 12:00,80,15.79,6.61,46.3,1065.7,149.3,133,Maintenance,3,1757160000,12,5,9
M003,Truck,Site B,9/6/2025 13:00,82.8,18.54,4.33,42.2,1078,179.3,134,Idle,2,1757163600,13,5,9
M003,Truck,Site B,9/6/2025 14:00,79.9,16.56,3.98,48.5,1051.2,190.9,135,Fault,1,1757167200,14,5,9
M003,Truck,Site B,9/6/2025 15:00,76.1,19.35,4.44,41.4,1054.1,178,136,Maintenance,3,1757170800,15,5,9
M003,Truck,Site B,9/6/2025 16:00,80.2,16.88,5.36,35,1094,157.2,137,Active,0,1757174400,16,5,9
M003,Truck,Site B,9/6/2025 17:00,85.7,17,4.25,43,1062,193.1,138,Idle,2,1757178000,17,5,9
M003,Truck,Site B,9/6/2025 18:00,86.6,17.74,3.78,17.7,1078.7,170.6,139,Fault,1,1757181600,18,5,9
M003,Truck,Site B,9/6/2025 19:00,78.2,18.43,4.8,44.3,1062,160.5,140,Maintenance,3,1757185200,19,5,9
M003,Truck,Site B,9/6/2025 20:00,76.7,17.07,4.44,62.2,1066.6,177.2,141,Maintenance,3,1757188800,20,5,9
M003,Truck,Site B,9/6/2025 21:00,77,16.35,3.85,61.6,1076.9,188.6,142,Fault,1,1757192400,21,5,9
M003,Truck,Site B,9/6/2025 22:00,74.2,16.62,3.58,50.3,1091.5,176.6,143,Active,0,1757196000,22,5,9
M003,Truck,Site B,9/6/2025 23:00,79.3,17.41,4.56,47.8,1068.1,156.8,144,Active,0,1757199600,23,5,9
M003,Truck,Site B,9/7/2025 0:00,81.8,17.87,6.89,55.4,1040.1,169.5,145,Fault,1,1757203200,0,6,9
M003,Truck,Site B,9/7/2025 1:00,89.7,22.45,5.59,36.5,1043,171,146,Idle,2,1757206800,1,6,9
M003,Truck,Site B,9/7/2025 2:00,78.7,17.77,4.17,41.4,1086.3,161.6,147,Fault,1,1757210400,2,6,9
M003,Truck,Site B,9/7/2025 3:00,89.4,15.82,3.72,32.7,1033.1,183.5,148,Idle,2,1757214000,3,6,9
M003,Truck,Site B,9/7/2025 4:00,76.2,16.84,5.29,32.8,1085.1,188.9,149,Fault,1,1757217600,4,6,9
M003,Truck,Site B,9/7/2025 5:00,86,18.65,4.61,51.8,1049.9,175.4,150,Idle,2,1757221200,5,6,9
M003,Truck,Site B,9/7/2025 6:00,77.3,15.93,2.15,43.9,1082.1,174.3,151,Maintenance,3,1757224800,6,6,9
M003,Truck,Site B,9/7/2025 7:00,84.7,15.72,5.23,29.2,1045,180.3,152,Active,0,1757228400,7,6,9
M003,Truck,Site B,9/7/2025 8:00,85.5,18.6,4.64,45.8,1058.3,171.5,153,Active,0,1757232000,8,6,9
M003,Truck,Site B,9/7/2025 9:00,76.9,17.72,3.94,54.1,1034.9,211.4,154,Maintenance,3,1757235600,9,6,9
M003,Truck,Site B,9/7/2025 10:00,82.8,15.53,4.69,56.7,1059,193.9,155,Active,0,1757239200,10,6,9
M003,Truck,Site B,9/7/2025 11:00,73.7,18.78,5.63,55.2,1042.4,154.3,156,Fault,1,1757242800,11,6,9
M003,Truck,Site B,9/7/2025 12:00,83.7,16.14,6.28,36,1048.1,186.9,157,Maintenance,3,1757246400,12,6,9
M003,Truck,Site B,9/7/2025 13:00,86.1,21.17,3.92,46.9,1069.1,189.2,158,Maintenance,3,1757250000,13,6,9
M003,Truck,Site B,9/7/2025 14:00,78.4,15.57,5.07,35.3,1095.5,150.3,159,Active,0,1757253600,14,6,9
M003,Truck,Site B,9/7/2025 15:00,78.3,16.81,3.74,53.7,1041.8,176.5,160,Maintenance,3,1757257200,15,6,9
M003,Truck,Site B,9/7/2025 16:00,76.1,18.69,2.54,39.1,1067.1,164,161,Active,0,1757260800,16,6,9
M003,Truck,Site B,9/7/2025 17:00,86.2,17.6,2.85,24.4,1073.9,185.4,162,Maintenance,3,1757264400,17,6,9
M003,Truck,Site B,9/7/2025 18:00,77,17.85,5.18,51.3,1085.7,171.9,163,Idle,2,1757268000,18,6,9
M003,Truck,Site B,9/7/2025 19:00,83.1,16.91,3.48,37.4,1064,161.4,164,Maintenance,3,1757271600,19,6,9
M003,Truck,Site B,9/7/2025 20:00,79.3,13.96,4.76,39.1,1090.1,156.5,165,Active,0,1757275200,20,6,9
M003,Truck,Site B,9/7/2025 21:00,90.2,16.42,4.43,57.7,1068.8,198.1,166,Idle,2,1757278800,21,6,9
M003,Truck,Site B,9/7/2025 22:00,72.7,15.66,1.93,47.7,1069.4,178.3,167,Active,0,1757282400,22,6,9
M003,Truck,Site B,9/7/2025 23:00,79.3,16.07,4.26,46.1,1082.3,200.6,168,Fault,1,1757286000,23,6,9
M003,Truck,Site B,9/8/2025 0:00,86.1,18.6,5.14,32,1079.3,181.3,169,Active,0,1757289600,0,0,9
M003,Truck,Site B,9/8/2025 1:00,80,14.79,4.76,33.2,1080.6,155,170,Maintenance,3,1757293200,1,0,9
M003,Truck,Site B,9/8/2025 2:00,74,15.18,4.55,65.1,1068.1,162.7,171,Idle,2,1757296800,2,0,9
M003,Truck,Site B,9/8/2025 3:00,72.3,18.41,4,55,1057.7,184.2,172,Active,0,1757300400,3,0,9
M003,Truck,Site B,9/8/2025 4:00,73.3,15.67,3.81,46.3,1071.2,169.9,173,Active,0,1757304000,4,0,9
M003,Truck,Site B,9/8/2025 5:00,78.2,15.49,4.27,42.8,1052.6,170,174,Active,0,1757307600,5,0,9
M003,Truck,Site B,9/8/2025 6:00,76.2,14.82,5.28,39.1,1076.2,154.6,175,Fault,1,1757311200,6,0,9
M003,Truck,Site B,9/8/2025 7:00,71.9,15.79,5.05,52.3,1062.3,191.6,176,Fault,1,1757314800,7,0,9
M003,Truck,Site B,9/8/2025 8:00,75.1,16.25,5.41,46.7,1120.5,176.3,177,Active,0,1757318400,8,0,9
M003,Truck,Site B,9/8/2025 9:00,83.9,19.01,5.88,38.9,1049.3,168.8,178,Maintenance,3,1757322000,9,0,9
M003,Truck,Site B,9/8/2025 10:00,85.3,13.15,5.23,41.5,1043.1,194.8,179,Active,0,1757325600,10,0,9
M003,Truck,Site B,9/8/2025 11:00,84.2,14.15,3.75,68.5,1055.2,196.2,180,Maintenance,3,1757329200,11,0,9
M003,Truck,Site B,9/8/2025 12:00,82.7,19.05,6.51,27.3,1049,166.4,181,Active,0,1757332800,12,0,9
M003,Truck,Site B,9/8/2025 13:00,78.7,16.13,4.89,33.8,1062.9,180.5,182,Idle,2,1757336400,13,0,9
M003,Truck,Site B,9/8/2025 14:00,74.8,15.88,2.36,53.4,1055.2,186.9,183,Active,0,1757340000,14,0,9
M003,Truck,Site B,9/8/2025 15:00,83,16.28,3.57,40.3,1009,183.1,184,Active,0,1757343600,15,0,9
M003,Truck,Site B,9/8/2025 16:00,86.9,15.67,4.91,34.3,1035.7,184.5,185,Idle,2,1757347200,16,0,9
M003,Truck,Site B,9/8/2025 17:00,79.9,16.81,5.95,35.7,1071.5,163,186,Fault,1,1757350800,17,0,9
M003,Truck,Site B,9/8/2025 18:00,75,19.52,4.76,45.2,1061,172.5,187,Maintenance,3,1757354400,18,0,9
M003,Truck,Site B,9/8/2025 19:00,78.5,17.26,6.03,44.4,1062.8,162.4,188,Active,0,1757358000,19,0,9
M003,Truck,Site B,9/8/2025 20:00,86.9,19.9,4.02,36.4,1062.1,172.3,189,Idle,2,1757361600,20,0,9
M003,Truck,Site B,9/8/2025 21:00,76.7,18.04,4.38,29.3,1113.3,166.7,190,Idle,2,1757365200,21,0,9
M003,Truck,Site B,9/8/2025 22:00,83.4,20.83,4.44,47,1093.7,190.8,191,Active,0,1757368800,22,0,9
M003,Truck,Site B,9/8/2025 23:00,80.9,12.06,5.37,52.7,1048,156.6,192,Fault,1,1757372400,23,0,9
M003,Truck,Site B,9/9/2025 0:00,76.3,17.54,5.11,34.3,1024.9,181.1,193,Maintenance,3,1757376000,0,1,9
M003,Truck,Site B,9/9/2025 1:00,70.8,15.51,3.47,52.9,1069.1,173.8,194,Active,0,1757379600,1,1,9
M003,Truck,Site B,9/9/2025 2:00,80.9,17,3.79,40.2,1047.2,145.4,195,Active,0,1757383200,2,1,9
M003,Truck,Site B,9/9/2025 3:00,76.1,16.82,5.9,51.2,1081.3,170.9,196,Fault,1,1757386800,3,1,9
M003,Truck,Site B,9/9/2025 4:00,75.6,16.4,3.42,48.8,1053.5,171.4,197,Active,0,1757390400,4,1,9
M003,Truck,Site B,9/9/2025 5:00,78.2,18.54,2.65,42.6,1038.1,196.2,198,Active,0,1757394000,5,1,9
M003,Truck,Site B,9/9/2025 6:00,83.1,15.85,5.92,47.2,1066.6,195.5,199,Idle,2,1757397600,6,1,9
M003,Truck,Site B,9/9/2025 7:00,80,19.56,5.93,24.2,1054.9,182,200,Active,0,1757401200,7,1,9
M003,Truck,Site B,9/9/2025 8:00,80,17.52,4.74,60.5,1062.6,182.2,201,Maintenance,3,1757404800,8,1,9
M003,Truck,Site B,9/9/2025 9:00,82.4,15.46,5.22,48.4,1013.8,180.3,202,Idle,2,1757408400,9,1,9
M003,Truck,Site B,9/9/2025 10:00,75.8,16.29,6.16,60.3,1065.9,173.3,203,Idle,2,1757412000,10,1,9
M003,Truck,Site B,9/9/2025 11:00,73.8,15.84,4.25,34.3,1020.6,167.3,204,Idle,2,1757415600,11,1,9
M003,Truck,Site B,9/9/2025 12:00,85.3,17.78,4.82,30.7,1057.1,183.9,205,Fault,1,1757419200,12,1,9
M003,Truck,Site B,9/9/2025 13:00,74.7,18.91,3.23,55.5,1108.7,157.2,206,Maintenance,3,1757422800,13,1,9
M003,Truck,Site B,9/9/2025 14:00,75.8,15.23,2.91,21.9,1071,165.6,207,Active,0,1757426400,14,1,9
M003,Truck,Site B,9/9/2025 15:00,75.9,17.4,4.33,54.1,1066.8,176.4,208,Idle,2,1757430000,15,1,9
M003,Truck,Site B,9/9/2025 16:00,74.3,18.41,4.53,38.7,1102.4,182.6,209,Fault,1,1757433600,16,1,9
M003,Truck,Site B,9/9/2025 17:00,88.3,16.91,4.47,39.2,1048.8,170.8,210,Idle,2,1757437200,17,1,9
M003,Truck,Site B,9/9/2025 18:00,80.6,21.32,4.91,42.3,1012.9,187.3,211,Maintenance,3,1757440800,18,1,9
M003,Truck,Site B,9/9/2025 19:00,76.2,13.86,3.87,46.7,1060.2,166.8,212,Maintenance,3,1757444400,19,1,9
M003,Truck,Site B,9/9/2025 20:00,74.4,19.36,3.94,44.1,1095.9,187,213,Idle,2,1757448000,20,1,9
M003,Truck,Site B,9/9/2025 21:00,87.6,17.2,4.49,42.5,1064.9,157.1,214,Active,0,1757451600,21,1,9
M003,Truck,Site B,9/9/2025 22:00,78.1,17.13,5.25,48.4,1079.6,173.2,215,Fault,1,1757455200,22,1,9
M003,Truck,Site B,9/9/2025 23:00,73.9,16.63,5.23,54.9,1067.8,185.4,216,Idle,2,1757458800,23,1,9
M003,Truck,Site B,9/10/2025 0:00,83.5,15.93,4.31,64.8,1061.8,147.2,217,Maintenance,3,1757462400,0,2,9
M003,Truck,Site B,9/10/2025 1:00,69.4,19.03,5,48.3,1069.4,157.1,218,Fault,1,1757466000,1,2,9
M003,Truck,Site B,9/10/2025 2:00,83.9,14.06,4.37,49.6,1038.5,166.9,219,Active,0,1757469600,2,2,9
M003,Truck,Site B,9/10/2025 3:00,84,17.69,4.29,56.1,1058.7,204.6,220,Maintenance,3,1757473200,3,2,9
M003,Truck,Site B,9/10/2025 4:00,72.3,16.23,4.29,46.1,1051.2,169.5,221,Maintenance,3,1757476800,4,2,9
M003,Truck,Site B,9/10/2025 5:00,81.9,18.73,3.84,39.6,1030.4,186.8,222,Idle,2,1757480400,5,2,9
M003,Truck,Site B,9/10/2025 6:00,77.3,16.16,4.15,41.6,1072.9,165.4,223,Fault,1,1757484000,6,2,9
M003,Truck,Site B,9/10/2025 7:00,79.1,17.2,5.66,39.4,1048.9,166.3,224,Active,0,1757487600,7,2,9
M003,Truck,Site B,9/10/2025 8:00,73.2,18.78,3.62,40.2,1098,177.7,225,Active,0,1757491200,8,2,9
M003,Truck,Site B,9/10/2025 9:00,89.4,16.9,3.58,45.7,1044.2,202.9,226,Active,0,1757494800,9,2,9
M003,Truck,Site B,9/10/2025 10:00,75.5,16.48,4.65,54.8,1086.3,178.8,227,Idle,2,1757498400,10,2,9
M003,Truck,Site B,9/10/2025 11:00,82.4,11.17,3.63,33.9,1094.1,179.5,228,Fault,1,1757502000,11,2,9
M003,Truck,Site B,9/10/2025 12:00,78.8,16.4,4.4,43.1,1034.4,173,229,Fault,1,1757505600,12,2,9
M003,Truck,Site B,9/10/2025 13:00,78.1,18.85,5.76,39.1,1095.6,186.2,230,Active,0,1757509200,13,2,9
M003,Truck,Site B,9/10/2025 14:00,68.2,16.92,4.93,33.1,1048.8,174.1,231,Fault,1,1757512800,14,2,9
M003,Truck,Site B,9/10/2025 15:00,78.1,20.47,5.32,47.9,1074.2,179.3,232,Idle,2,1757516400,15,2,9
M003,Truck,Site B,9/10/2025 16:00,77.3,16.91,4.59,53.7,1036.8,200.7,233,Idle,2,1757520000,16,2,9
M003,Truck,Site B,9/10/2025 17:00,72.6,13.47,3.97,33.1,1080.7,165.5,234,Idle,2,1757523600,17,2,9
M003,Truck,Site B,9/10/2025 18:00,71,18.09,3.74,56.2,1088.5,171.5,235,Maintenance,3,1757527200,18,2,9
M003,Truck,Site B,9/10/2025 19:00,84.6,16.16,2.96,42.5,1088.2,186.9,236,Fault,1,1757530800,19,2,9
M003,Truck,Site B,9/10/2025 20:00,90,18.41,5.1,31.8,1030.7,159.1,237,Active,0,1757534400,20,2,9
M003,Truck,Site B,9/10/2025 21:00,85.1,14.34,5.64,42,1035.5,168.5,238,Fault,1,1757538000,21,2,9
M003,Truck,Site B,9/10/2025 22:00,73.6,19.57,4.5,27.3,1052.1,197,239,Active,0,1757541600,22,2,9
M003,Truck,Site B,9/10/2025 23:00,86.3,18.56,6.43,37.6,1075.7,169.2,240,Fault,1,1757545200,23,2,9
M003,Truck,Site B,9/11/2025 0:00,84.3,21.34,6.08,50.1,1045.3,172.5,241,Idle,2,1757548800,0,3,9
M003,Truck,Site B,9/11/2025 1:00,84.1,14.37,4.14,55.4,1011.7,178.7,242,Active,0,1757552400,1,3,9
M003,Truck,Site B,9/11/2025 2:00,76.5,16.62,4.7,43.8,1052.5,163,243,Maintenance,3,1757556000,2,3,9
M003,Truck,Site B,9/11/2025 3:00,82.9,16.51,3.92,47.3,1078.5,192.8,244,Maintenance,3,1757559600,3,3,9
M003,Truck,Site B,9/11/2025 4:00,75.5,15.44,4.71,57,1016.2,190.4,245,Maintenance,3,1757563200,4,3,9
M003,Truck,Site B,9/11/2025 5:00,82.5,16.58,4.85,44.9,1051.5,191,246,Fault,1,1757566800,5,3,9
M003,Truck,Site B,9/11/2025 6:00,77.9,16.93,4.58,54.2,1048.7,173,247,Maintenance,3,1757570400,6,3,9
M003,Truck,Site B,9/11/2025 7:00,84.9,16.43,5.24,44.5,1050.1,203.6,248,Fault,1,1757574000,7,3,9
M003,Truck,Site B,9/11/2025 8:00,72.4,16.29,4.1,44.4,1040.5,201,249,Maintenance,3,1757577600,8,3,9
M003,Truck,Site B,9/11/2025 9:00,80.7,17.28,2.59,34.7,1030.1,179.4,250,Idle,2,1757581200,9,3,9
M003,Truck,Site B,9/11/2025 10:00,74.2,15.66,4.08,42,1067.7,211.7,251,Fault,1,1757584800,10,3,9
M003,Truck,Site B,9/11/2025 11:00,78.5,14.49,5.04,57,1037.8,157,252,Active,0,1757588400,11,3,9
M003,Truck,Site B,9/11/2025 12:00,88,18.42,4.37,36.4,1058.5,178.6,253,Fault,1,1757592000,12,3,9
M003,Truck,Site B,9/11/2025 13:00,79.8,16.78,4.22,24.4,1026.1,158.8,254,Maintenance,3,1757595600,13,3,9
M003,Truck,Site B,9/11/2025 14:00,80.6,18.34,5.61,47.1,1035.4,193.6,255,Active,0,1757599200,14,3,9
M003,Truck,Site B,9/11/2025 15:00,80.6,13.55,5.11,51.9,1049.4,158.3,256,Idle,2,1757602800,15,3,9
M003,Truck,Site B,9/11/2025 16:00,82.5,17.78,4.82,36.7,1055.2,185.4,257,Fault,1,1757606400,16,3,9
M003,Truck,Site B,9/11/2025 17:00,78.5,17.41,6.36,49.3,1045.3,173,258,Fault,1,1757610000,17,3,9
M003,Truck,Site B,9/11/2025 18:00,80,16.26,4.49,63.1,1041.8,170.1,259,Active,0,1757613600,18,3,9
M003,Truck,Site B,9/11/2025 19:00,87.7,12.27,5.76,62.3,1058.5,172.4,260,Idle,2,1757617200,19,3,9
M003,Truck,Site B,9/11/2025 20:00,75.2,20.37,3.31,41,1073.6,200.5,261,Active,0,1757620800,20,3,9
M003,Truck,Site B,9/11/2025 21:00,77.2,18.04,3.33,45.4,1038.1,159.9,262,Idle,2,1757624400,21,3,9
M003,Truck,Site B,9/11/2025 22:00,83.7,18.72,4.87,23.3,1080.6,156.5,263,Fault,1,1757628000,22,3,9
M003,Truck,Site B,9/11/2025 23:00,73,19.36,5.22,49.8,1052.3,157,264,Active,0,1757631600,23,3,9
M003,Truck,Site B,9/12/2025 0:00,77.7,18.48,4.82,47.9,1079.9,155.3,265,Fault,1,1757635200,0,4,9
M003,Truck,Site B,9/12/2025 1:00,77.7,15.66,3.57,46.1,1075.4,188.9,266,Maintenance,3,1757638800,1,4,9
M003,Truck,Site B,9/12/2025 2:00,82.5,19.19,4,43.9,1058.1,200.4,267,Maintenance,3,1757642400,2,4,9
M003,Truck,Site B,9/12/2025 3:00,73.8,14.53,4.65,56.5,1078.5,185.5,268,Maintenance,3,1757646000,3,4,9
M003,Truck,Site B,9/12/2025 4:00,73.5,18.78,4.76,57.2,1047.3,193.9,269,Active,0,1757649600,4,4,9
M003,Truck,Site B,9/12/2025 5:00,74.9,16.16,4.98,57.9,1041.4,167.2,270,Fault,1,1757653200,5,4,9
M003,Truck,Site B,9/12/2025 6:00,77.7,11.33,3.73,42.9,1055.7,200.9,271,Idle,2,1757656800,6,4,9
M003,Truck,Site B,9/12/2025 7:00,83.7,18.87,3.45,24.5,1096.3,170.8,272,Active,0,1757660400,7,4,9
M003,Truck,Site B,9/12/2025 8:00,76.1,17.72,4.11,41.8,1051,182.4,273,Maintenance,3,1757664000,8,4,9
M003,Truck,Site B,9/12/2025 9:00,85.8,18.08,4.29,42.9,1052.1,187.1,274,Idle,2,1757667600,9,4,9
M003,Truck,Site B,9/12/2025 10:00,71.3,18.33,4.96,22.3,1085.9,173.4,275,Active,0,1757671200,10,4,9
M003,Truck,Site B,9/12/2025 11:00,79.7,19.3,5.41,60.4,1047.7,160.9,276,Fault,1,1757674800,11,4,9
M003,Truck,Site B,9/12/2025 12:00,73.4,15.17,4.7,64.2,1091.9,189,277,Maintenance,3,1757678400,12,4,9
M003,Truck,Site B,9/12/2025 13:00,77.4,21.24,3.53,25,1064.7,179.9,278,Fault,1,1757682000,13,4,9
M003,Truck,Site B,9/12/2025 14:00,81.7,19.89,3.88,44.1,1052.6,182.8,279,Maintenance,3,1757685600,14,4,9
M003,Truck,Site B,9/12/2025 15:00,89.3,18.16,3.67,40.5,1045.3,176.9,280,Active,0,1757689200,15,4,9
M003,Truck,Site B,9/12/2025 16:00,93.8,21.1,4.3,29,1053.5,163.1,281,Active,0,1757692800,16,4,9
M003,Truck,Site B,9/12/2025 17:00,86.3,14.13,4.38,45.2,1080.3,187.6,282,Maintenance,3,1757696400,17,4,9
M003,Truck,Site B,9/12/2025 18:00,79.6,15.86,4.9,44,1037.8,206.5,283,Active,0,1757700000,18,4,9
M003,Truck,Site B,9/12/2025 19:00,83.1,19.38,5.71,60.8,1075.3,171.8,284,Active,0,1757703600,19,4,9
M003,Truck,Site B,9/12/2025 20:00,80.3,20.08,4.63,36.9,1057.8,177.1,285,Active,0,1757707200,20,4,9
M003,Truck,Site B,9/12/2025 21:00,84.5,15.18,3.88,44.8,1059.5,181.3,286,Idle,2,1757710800,21,4,9
M003,Truck,Site B,9/12/2025 22:00,79.9,16.81,5.36,38.8,1086.4,159.8,287,Fault,1,1757714400,22,4,9
M003,Truck,Site B,9/12/2025 23:00,79.5,17.7,3.69,30.2,1031.5,175.2,288,Maintenance,3,1757718000,23,4,9
M003,Truck,Site B,9/13/2025 0:00,76.3,20.09,5.05,39.4,1078.9,153.5,289,Active,0,1757721600,0,5,9
M003,Truck,Site B,9/13/2025 1:00,84.4,16.25,4.5,52.6,1054.7,174.1,290,Fault,1,1757725200,1,5,9
M003,Truck,Site B,9/13/2025 2:00,79.7,17.98,6.22,54.6,1040.5,199.9,291,Active,0,1757728800,2,5,9
M003,Truck,Site B,9/13/2025 3:00,72,19.82,4.03,39,1072.2,168.5,292,Fault,1,1757732400,3,5,9
M003,Truck,Site B,9/13/2025 4:00,86.8,16.84,5.59,17.4,1042.7,192.4,293,Fault,1,1757736000,4,5,9
M003,Truck,Site B,9/13/2025 5:00,78.5,20.29,4.28,41.5,1050.9,177,294,Maintenance,3,1757739600,5,5,9
M003,Truck,Site B,9/13/2025 6:00,83.9,15.19,5.38,34,1066.6,190.8,295,Idle,2,1757743200,6,5,9
M003,Truck,Site B,9/13/2025 7:00,79.7,18.2,4.89,45.7,1048.8,166.7,296,Fault,1,1757746800,7,5,9
M003,Truck,Site B,9/13/2025 8:00,88.1,16.07,4.74,64,1062,177.3,297,Active,0,1757750400,8,5,9
M003,Truck,Site B,9/13/2025 9:00,72.3,16.25,3.09,41.7,1061.7,166.7,298,Maintenance,3,1757754000,9,5,9
M003,Truck,Site B,9/13/2025 10:00,77,19.88,5.12,44.6,1039.2,177,299,Active,0,1757757600,10,5,9
M003,Truck,Site B,9/13/2025 11:00,77.3,17.42,3.73,44.4,1070.7,187.5,300,Idle,2,1757761200,11,5,9
M003,Truck,Site B,9/13/2025 12:00,82.2,15.19,4.45,39.5,1046.8,184.7,301,Fault,1,1757764800,12,5,9
M003,Truck,Site B,9/13/2025 13:00,76.4,19.35,5.79,35,1075.1,175.8,302,Fault,1,1757768400,13,5,9
M003,Truck,Site B,9/13/2025 14:00,74,15.94,6.43,44,1011.3,145.5,303,Fault,1,1757772000,14,5,9
M003,Truck,Site B,9/13/2025 15:00,78.8,16.92,3.83,48,1035.6,179.2,304,Fault,1,1757775600,15,5,9
M003,Truck,Site B,9/13/2025 16:00,75.2,18.03,5.29,40.3,1039.9,193,305,Idle,2,1757779200,16,5,9
M003,Truck,Site B,9/13/2025 17:00,85.3,18.84,4.45,44.6,1055.5,177.7,306,Active,0,1757782800,17,5,9
M003,Truck,Site B,9/13/2025 18:00,73.5,16.32,5.08,43.8,1079.6,193.6,307,Idle,2,1757786400,18,5,9
